dataset	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_noname|Flavonifractor	0.0	0.0083	0.05185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02275	0.00168	0.0	0.0003	0.0	0.07748	0.0	0.0	0.0	0.22517	0.00078	0.0	0.0	0.0	0.00224	0.14717	0.0	0.01747	0.0	0.0	0.00269	0.00122	0.0	0.0	0.0	0.00806	0.0	0.00128	0.0174	0.06457	0.00044	0.00073	0.0	0.01012	0.0	0.04926	0.0	0.0	0.00045	0.0	0.0	0.0	0.0	0.00217	0.01304	0.12272	0.00465	0.02294	0.0	0.01895	0.00456	0.0	0.00076	0.0	0.00109	0.0141	0.09712	0.0007	0.0	0.06589	0.0	0.0	0.37294	0.0128	0.0	0.0	0.0	0.0	0.01037	0.0	0.00425	0.0173	0.00443	0.03364	0.00825	0.0	0.0	0.0	0.00278	0.0	0.0	0.07999	0.0	0.0	0.00021	0.0	0.0	0.00433	0.0	0.0	0.08967	0.00506	0.0	0.00555	0.11479	0.00871	0.00932	0.0	0.02541	0.00894	0.0	0.00225	0.003	0.03285	0.03939	0.38286	0.0	0.01025	0.00104	0.0047	0.00655	0.00105	0.0	0.00111	0.00563	0.0045	0.0	0.09446	0.00863	0.00624	0.0	0.01776	0.0	0.01984	0.0	0.00014	0.00158	0.0	0.03663	0.13834	0.0	0.0	0.0	0.0	0.00538	0.04482	0.02247	0.0	0.00262	0.0009	0.0001	0.02051	0.0007	0.04357	0.00662	0.03449	0.02719	0.00045	0.01149	0.00987	0.00562	0.0	0.00642	0.00069	0.00183	0.0	0.0	0.88648	0.002	0.0	0.00884	0.00073	0.0	0.00848	0.0	0.0	0.00498	0.00148	0.0022	0.00333	0.0	0.00869	0.0	0.0	0.11097	0.0	0.0	0.0	0.00467	0.00163	0.0	0.02004	0.01028	0.0028	0.01704	0.00317	0.0	0.08524	0.00288	0.00407	0.00259	0.0	0.01433	0.01426	0.00023	0.00236	0.00513	0.04321	0.08738	0.00011	0.0	0.06619	0.12896	0.02927	0.04392	0.0	0.03065	0.00576	0.0049	0.00724	0.00776	0.0	0.01412	0.00208	0.07828	0.02194	0.01934	0.0	0.0	0.01385	0.01881	0.13688	0.04577	0.01339	0.01191	0.03714	0.01529	0.01841
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_noname|Flavonifractor|Flavonifractor_plautii	0.0	0.0083	0.05185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02275	0.00168	0.0	0.0003	0.0	0.07748	0.0	0.0	0.0	0.22517	0.00078	0.0	0.0	0.0	0.00224	0.14717	0.0	0.01747	0.0	0.0	0.00269	0.00122	0.0	0.0	0.0	0.00806	0.0	0.00128	0.0174	0.06457	0.00044	0.00073	0.0	0.01012	0.0	0.04926	0.0	0.0	0.00045	0.0	0.0	0.0	0.0	0.00217	0.01304	0.12272	0.00465	0.02294	0.0	0.01895	0.00456	0.0	0.00076	0.0	0.00109	0.0141	0.09712	0.0007	0.0	0.06589	0.0	0.0	0.37294	0.0128	0.0	0.0	0.0	0.0	0.01037	0.0	0.00425	0.0173	0.00443	0.03364	0.00825	0.0	0.0	0.0	0.00278	0.0	0.0	0.07999	0.0	0.0	0.00021	0.0	0.0	0.00433	0.0	0.0	0.08967	0.00506	0.0	0.00555	0.11479	0.00871	0.00932	0.0	0.02541	0.00894	0.0	0.00225	0.003	0.03285	0.03939	0.38286	0.0	0.01025	0.00104	0.0047	0.00655	0.00105	0.0	0.00111	0.00563	0.0045	0.0	0.09446	0.00863	0.00624	0.0	0.01776	0.0	0.01984	0.0	0.00014	0.00158	0.0	0.03663	0.13834	0.0	0.0	0.0	0.0	0.00538	0.04482	0.02247	0.0	0.00262	0.0009	0.0001	0.02051	0.0007	0.04357	0.00662	0.03449	0.02719	0.00045	0.01149	0.00987	0.00562	0.0	0.00642	0.00069	0.00183	0.0	0.0	0.88648	0.002	0.0	0.00884	0.00073	0.0	0.00848	0.0	0.0	0.00498	0.00148	0.0022	0.00333	0.0	0.00869	0.0	0.0	0.11097	0.0	0.0	0.0	0.00467	0.00163	0.0	0.02004	0.01028	0.0028	0.01704	0.00317	0.0	0.08524	0.00288	0.00407	0.00259	0.0	0.01433	0.01426	0.00023	0.00236	0.00513	0.04321	0.08738	0.00011	0.0	0.06619	0.12896	0.02927	0.04392	0.0	0.03065	0.00576	0.0049	0.00724	0.00776	0.0	0.01412	0.00208	0.07828	0.02194	0.01934	0.0	0.0	0.01385	0.01881	0.13688	0.04577	0.01339	0.01191	0.03714	0.01529	0.01841
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_noname|Pseudoflavonifractor	0.0	0.0693	0.02013	0.0	0.0	0.0035	0.0	0.0	0.00365	0.0	0.10427	0.02221	0.0	0.00888	0.0	0.02911	0.0	0.0	0.0	0.01742	0.0	0.0	0.0	0.00593	0.03267	0.08159	0.0	0.02517	0.0	0.00157	0.0	0.04355	0.0	0.00203	0.00655	0.04695	0.00199	0.02001	0.02383	0.00695	0.0	0.0027	0.00681	0.01479	0.0442	0.1542	0.00339	0.0	0.00475	0.00354	0.01381	0.0	0.02962	0.02128	0.05295	0.04867	0.01278	0.00915	0.01963	0.02583	0.02569	0.00928	0.00803	0.00889	0.01398	0.02392	0.04572	0.00641	0.0	0.07806	0.0	0.0	0.05178	0.02274	0.00282	0.00381	0.0	0.00233	0.0171	0.00578	0.02754	0.01179	0.0	0.01236	0.02195	0.0	0.00044	0.00458	0.00049	0.0	0.00142	0.0	0.0	0.00725	0.00752	0.0	0.0	0.0	0.0	0.0	0.00991	0.0	0.00303	0.00313	0.0	0.0	0.0	0.0	0.0	0.0116	0.00354	0.0	0.01193	0.00256	0.0	0.0	0.0	0.00213	0.00128	0.01019	0.0145	0.0	0.00388	0.0	0.0	0.0	0.01002	0.0	0.0	0.00076	0.0	0.0	0.0	0.0	0.0	0.00062	0.0	0.0	0.0	0.00398	0.0	0.0	0.0	0.0	0.00053	0.0	0.0	0.00067	0.0	0.00014	0.0	0.0	0.00168	0.0	0.00316	0.0	0.0	0.0	0.00055	0.0036	0.00423	0.0	0.00017	0.0058	0.001	0.00059	0.0	0.00132	0.00474	0.0	0.00455	0.0	0.0	0.0	0.00056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00619	0.0	0.0	0.00686	0.00286	0.0	0.0	0.0063	0.00028	0.0	0.0	0.0	0.0	0.0	0.00271	0.0	0.0	0.00012	0.00026	0.00124	0.0	0.0	0.0	0.0	0.00893	0.00377	0.00149	0.0	0.0	0.00048	0.0	0.0081	0.0	0.03051	0.03242	0.0	0.00174	0.03982	0.03755	0.03178	0.00848	0.01486	0.0522	0.0	0.04003	0.00562
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_noname|Pseudoflavonifractor|Pseudoflavonifractor_capillosus	0.0	0.0693	0.02013	0.0	0.0	0.0035	0.0	0.0	0.00365	0.0	0.10427	0.02221	0.0	0.00888	0.0	0.02911	0.0	0.0	0.0	0.01742	0.0	0.0	0.0	0.00593	0.03267	0.08159	0.0	0.02517	0.0	0.00157	0.0	0.04355	0.0	0.00203	0.00655	0.04695	0.00199	0.02001	0.02383	0.00695	0.0	0.0027	0.00681	0.01479	0.0442	0.1542	0.00339	0.0	0.00475	0.00354	0.01381	0.0	0.02962	0.02128	0.05295	0.04867	0.01278	0.00915	0.01963	0.02583	0.02569	0.00928	0.00803	0.00889	0.01398	0.02392	0.04572	0.00641	0.0	0.07806	0.0	0.0	0.05178	0.02274	0.00282	0.00381	0.0	0.00233	0.0171	0.00578	0.02754	0.01179	0.0	0.01236	0.02195	0.0	0.00044	0.00458	0.00049	0.0	0.00142	0.0	0.0	0.00725	0.00752	0.0	0.0	0.0	0.0	0.0	0.00991	0.0	0.00303	0.00313	0.0	0.0	0.0	0.0	0.0	0.0116	0.00354	0.0	0.01193	0.00256	0.0	0.0	0.0	0.00213	0.00128	0.01019	0.0145	0.0	0.00388	0.0	0.0	0.0	0.01002	0.0	0.0	0.00076	0.0	0.0	0.0	0.0	0.0	0.00062	0.0	0.0	0.0	0.00398	0.0	0.0	0.0	0.0	0.00053	0.0	0.0	0.00067	0.0	0.00014	0.0	0.0	0.00168	0.0	0.00316	0.0	0.0	0.0	0.00055	0.0036	0.00423	0.0	0.00017	0.0058	0.001	0.00059	0.0	0.00132	0.00474	0.0	0.00455	0.0	0.0	0.0	0.00056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00619	0.0	0.0	0.00686	0.00286	0.0	0.0	0.0063	0.00028	0.0	0.0	0.0	0.0	0.0	0.00271	0.0	0.0	0.00012	0.00026	0.00124	0.0	0.0	0.0	0.0	0.00893	0.00377	0.00149	0.0	0.0	0.00048	0.0	0.0081	0.0	0.03051	0.03242	0.0	0.00174	0.03982	0.03755	0.03178	0.00848	0.01486	0.0522	0.0	0.04003	0.00562
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae	0.0	38.98964	5.23667	0.0	0.0	1.49323	0.0	0.0	22.63829	0.0	3.7333	2.53978	0.0	2.40053	0.0	9.41856	0.0	0.0	0.0	1.01686	16.09328	0.0	0.0	7.49209	12.59934	7.11156	0.0	7.33588	4.33307	7.42515	4.11763	27.18805	3.92012	16.15568	13.95675	6.42877	32.10161	4.56628	8.71543	14.65947	12.63443	6.60632	5.65349	7.54338	11.31413	3.89731	4.10395	1.22345	4.522	28.87753	15.11053	21.36253	11.09337	7.16274	19.97517	8.42569	6.36258	28.02473	5.17289	2.79145	3.45826	6.2112	1.43415	6.5878	12.79916	3.20983	7.3708	18.248	6.89326	14.11838	16.62903	8.70931	0.28757	3.30979	9.78473	6.37383	4.49957	6.33323	14.9867	6.39234	20.85705	1.86984	1.74155	18.34438	5.59881	0.34162	1.91676	4.04322	11.23103	2.92447	1.69112	1.63275	1.98191	5.57999	3.8283	0.0	1.94018	0.01016	2.20302	0.53318	2.3153	0.2765	32.82457	11.93363	13.42748	4.91598	16.86676	8.9358	1.52474	5.35068	40.66638	21.64908	4.20178	4.39642	41.52274	5.08256	0.36279	12.8439	4.03349	18.28537	1.32082	9.5643	1.29349	0.94765	0.47467	3.36998	12.18689	0.45805	4.48679	4.55123	0.07641	1.44158	6.03138	1.83647	0.0	5.81863	0.76424	3.13695	1.63669	3.74514	1.9352	0.48829	0.17548	1.05918	9.58769	0.87223	3.54139	2.03838	4.2196	9.52318	1.1443	2.24033	1.99284	9.36481	3.06825	0.97264	1.66698	10.55638	2.91174	1.59772	2.54131	2.13098	1.07781	4.05567	6.13888	1.85298	0.0	1.3084	6.12945	0.50419	3.53179	0.43324	0.45426	3.55782	3.70997	2.26741	2.84448	0.45797	1.23515	0.17903	0.78891	4.98361	19.23993	7.87801	8.05152	3.26077	2.57342	1.20618	0.6456	11.76574	2.15494	4.70211	10.32672	3.47996	0.33291	23.1281	0.61311	0.91474	38.18714	2.13178	10.11911	3.307	10.6976	3.21503	11.6478	16.57672	6.70688	3.43069	5.33983	11.49287	1.94387	1.38708	0.41407	5.75373	0.6822	2.74715	4.60878	2.63947	20.31243	0.49024	0.88073	15.33396	0.27576	11.74938	12.17007	11.42896	12.30013	3.42749	12.57585	16.9204	5.84698	5.27127	10.54292	2.94167	7.42984	6.9104	6.71828	6.6544
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Anaerofustis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00107	0.0	0.0	0.0	0.0	0.00234	0.0	0.0	0.0	0.0	0.04198	0.0	0.0	0.00086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Anaerofustis|Anaerofustis_stercorihominis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00107	0.0	0.0	0.0	0.0	0.00234	0.0	0.0	0.0	0.0	0.04198	0.0	0.0	0.00086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium	0.0	38.98964	5.23667	0.0	0.0	1.49323	0.0	0.0	22.63829	0.0	3.7333	2.53978	0.0	2.40053	0.0	9.41856	0.0	0.0	0.0	1.01686	16.09328	0.0	0.0	7.49209	12.59934	7.11156	0.0	7.33588	4.33307	7.42515	4.11763	27.18805	3.92012	16.15568	13.95675	6.42877	32.10161	4.56628	8.71543	14.65947	12.63443	6.60632	5.65349	7.54338	11.31413	3.89731	4.10395	1.22345	4.522	28.87753	15.11053	21.36253	11.09337	7.16274	19.97517	8.42569	6.36258	28.02473	5.17289	2.79145	3.45826	6.2112	1.43415	6.5878	12.79916	3.20983	7.3708	18.248	6.89326	14.11838	16.62903	8.70931	0.28757	3.30979	9.78473	6.37383	4.49957	6.33323	14.9867	6.39234	20.85705	1.86984	1.74155	18.34438	5.59881	0.34162	1.91676	4.04322	11.23103	2.92447	1.69112	1.63275	1.98191	5.57999	3.82286	0.0	1.94018	0.01016	2.20302	0.53318	2.3153	0.2765	32.82457	11.93363	13.4264	4.91598	16.86676	8.9358	1.52474	5.34834	40.66638	21.64908	4.20178	4.39642	41.48076	5.08256	0.36279	12.84304	4.03349	18.28537	1.32082	9.5643	1.29349	0.94765	0.47467	3.36998	12.18689	0.45805	4.48679	4.55123	0.07641	1.44158	6.03138	1.83647	0.0	5.81863	0.76424	3.13695	1.63669	3.74514	1.9352	0.48829	0.17548	1.05918	9.58769	0.87223	3.54139	2.03838	4.2196	9.52318	1.1443	2.24033	1.99284	9.36372	3.06825	0.97264	1.66698	10.55638	2.91174	1.59772	2.54131	2.13098	1.07781	4.05567	6.13559	1.85298	0.0	1.3084	6.12945	0.50419	3.53179	0.43324	0.45426	3.55782	3.70997	2.26741	2.84448	0.45797	1.23515	0.17903	0.78891	4.98361	19.23993	7.87801	8.05152	3.26077	2.57342	1.20618	0.6456	11.76574	2.15494	4.70211	10.32672	3.47996	0.33291	23.1281	0.61311	0.91474	38.18714	2.13178	10.11911	3.307	10.6976	3.21503	11.6478	16.57672	6.70688	3.43069	5.33983	11.49287	1.94387	1.38708	0.41407	5.75373	0.6822	2.74715	4.60878	2.63947	20.31243	0.49024	0.88073	15.33396	0.27576	11.74938	12.17007	11.42896	12.30013	3.42749	12.57585	16.9204	5.84698	5.27127	10.54292	2.94167	7.42984	6.9104	6.71828	6.6544
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium|Eubacterium_brachy	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0	0.00295	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium|Eubacterium_eligens	0.0	0.00588	2.35787	0.0	0.0	0.82034	0.0	0.0	0.47958	0.0	0.09771	1.07177	0.0	1.58538	0.0	2.23459	0.0	0.0	0.0	0.0	12.25433	0.0	0.0	1.40678	0.31714	3.46082	0.0	0.23526	1.44238	0.17824	2.29648	5.95401	2.61391	8.71839	7.29541	0.75936	4.54831	1.37215	0.37184	0.48771	0.0	0.0	2.86846	4.89547	2.60304	0.0	0.08678	0.64424	0.22682	2.52943	7.25292	1.90588	0.54689	3.1375	0.80417	1.94167	0.00746	1.65094	3.2495	2.47367	1.9934	0.00748	1.12736	0.30818	1.66977	0.38656	0.33085	0.73337	2.04862	1.73629	0.0	1.07722	0.00747	2.00342	1.77066	4.90832	1.46112	3.12342	2.26451	2.65648	2.55843	0.00321	0.34344	0.00427	0.73615	0.02832	0.24724	0.26503	0.25346	0.1334	0.0	0.00662	0.6462	1.94974	0.61279	0.0	0.0	0.0043	1.06269	0.12249	1.68891	0.05676	2.50171	1.9559	0.0	0.20708	0.92459	0.11487	0.00677	0.82072	0.82191	4.36659	1.72986	0.25619	1.51156	0.0652	0.0	0.89666	0.40186	0.5534	0.0	0.18833	0.03856	0.05019	0.08518	2.4053	0.94432	0.39658	0.65816	0.02284	0.02106	0.14993	0.2643	0.41908	0.0	2.51546	0.43245	2.33785	0.0	0.03587	0.16872	0.07238	0.07757	0.50552	0.45115	0.0	0.0	0.034	0.03056	0.24508	0.12111	0.0	0.81155	1.09406	0.69892	0.94712	0.07793	0.11833	0.92876	1.08635	0.72847	0.71291	0.11039	0.36943	0.20724	0.2135	0.0	0.0	0.37215	0.2985	3.27936	0.0	0.20714	0.00284	2.24604	0.16947	0.27631	0.34421	0.04492	0.06529	0.51969	0.0	2.98878	1.03083	0.0	0.35156	0.16689	0.33268	0.00864	1.0563	0.53339	0.20873	0.0	0.97249	0.0	1.16081	0.23655	0.03181	0.02955	0.25645	0.408	0.54403	0.09056	2.35669	1.88426	0.93763	0.22849	0.0	3.24335	0.03222	0.43034	0.0	0.0	1.95503	0.0074	0.0	1.32901	1.20018	0.01332	0.0	0.0	0.12308	0.00359	0.11643	0.00177	3.31538	2.7983	1.88606	0.51812	13.46634	3.16792	1.43753	0.61869	0.21733	3.73794	0.00934	0.0	0.36926
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium|Eubacterium_hallii	0.0	0.58819	0.22083	0.0	0.0	0.45254	0.0	0.0	0.19047	0.0	0.67432	0.24395	0.0	0.12914	0.0	0.24351	0.0	0.0	0.0	0.18782	1.30362	0.0	0.0	0.1585	1.1131	0.56729	0.0	0.18139	0.2832	0.22921	0.08252	0.22624	0.11129	0.52846	0.09532	0.22234	0.0708	0.19795	0.39282	0.39355	0.27769	0.45338	0.12048	0.75781	0.28429	0.18152	0.47585	0.16668	0.3416	0.09758	0.11002	0.42803	0.03316	0.41839	0.61707	0.10017	0.24028	0.27976	0.31146	0.14634	0.17841	0.14605	0.21969	0.63286	0.4639	0.44856	0.07498	0.39441	0.33143	0.53553	0.37146	0.15178	0.28011	0.10233	0.6595	0.21189	0.13546	0.0027	0.07409	0.13073	0.11578	0.50261	0.10023	0.15407	1.28484	0.0	0.02683	0.01117	0.53946	0.05386	0.00425	0.0	0.02581	0.06411	0.12254	0.0	0.02928	0.00159	0.03482	0.00445	0.00062	0.00429	0.01808	0.00425	0.06561	0.1232	0.00322	0.00537	0.03311	0.2548	0.21061	0.00597	0.0	0.00077	0.1188	0.03343	0.0	0.05454	0.06714	0.14037	0.0	0.10028	0.0113	0.0	0.0	0.10007	0.01221	0.03621	0.03347	0.44865	0.00312	0.00412	0.0212	0.05628	0.0	0.11451	0.00277	0.00647	0.08417	0.71776	0.00563	0.01135	0.0	0.03463	0.64006	0.01342	0.08985	0.04131	0.01577	0.01381	0.01267	0.00281	0.0	0.04729	0.0	0.00173	0.2208	0.03183	0.05236	0.01459	0.15064	0.00481	0.08119	0.05892	0.02443	0.05138	0.0	0.0254	0.24373	0.03835	0.06241	0.0119	0.0	0.03485	0.08955	0.05564	0.08826	7e-05	0.01623	0.0175	0.00084	0.06375	0.02225	0.00108	0.00287	0.06213	0.04514	0.05849	0.0	0.01844	0.00647	0.0	0.00639	0.31822	0.0407	0.02972	0.05372	0.00429	0.67714	0.1911	0.00626	0.07136	0.09571	0.11801	0.02091	0.00423	0.00677	0.0105	0.00478	0.02956	0.00789	0.00706	0.0	0.00611	0.00655	0.00975	0.31143	0.20868	0.02081	0.00111	0.1304	0.01021	0.03203	0.09478	4.66411	0.34772	0.43546	0.0755	0.50262	1.54123	0.56018	0.9265	0.36808	0.32319	1.17904	0.04753	1.65809	4.40411
