dataset	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	HMP	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT	MetaHIT
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas_bennonis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0488	0.0	0.0	0.0	0.0	0.0	0.00387	0.00021	0.0	0.0	0.00154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00277	0.00148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01339	0.0	0.0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas_somerae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00121	0.0	0.00372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00986	0.0	0.0	0.0	0.0	0.00562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00502	0.0	0.0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas_uenonis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00618	0.0	0.0	0.0	0.0	0.0	0.00428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00261	0.0	0.0	0.0	0.0	0.00255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00256	0.0	0.0	0.0	0.00148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.0	0.0	0.0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae	0.0	0.53487	0.00907	0.0	0.0	41.95794	0.0	0.0	11.92289	0.0	0.0	2.28205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.41003	0.0	0.0	0.0	0.0	0.004	46.16176	0.0	0.0	12.19011	17.7264	59.59402	0.0	66.74952	3.83607	6.40667	0.00384	0.0	0.0	0.0	0.0	0.46336	0.0	2.86964	5.02322	26.5056	27.9863	0.0	25.42573	13.61069	0.0	0.74248	8.97064	0.00857	1.76838	2.89522	22.57799	1.90874	2.3158	0.0	0.02865	0.1125	28.56135	38.70929	16.78916	0.0	0.0	0.00232	1.18749	0.9394	0.0	0.0	1.34092	0.00268	0.0	0.09651	13.90169	56.39742	0.23029	0.0	0.0	2.343	0.0	67.92966	30.31138	0.1097	0.00802	9.75908	0.0	47.54558	0.00345	0.0	0.0	53.16016	0.21941	0.02553	0.0	0.0	0.0	0.0	38.31561	32.76684	12.15899	0.0	0.0	0.0	0.0	0.0	0.0	0.0259	0.00411	0.0	0.0	2.35178	0.0	0.08892	0.0	0.0	0.0	0.01716	8.38607	11.6561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.51667	2.84338	1.01967	16.46246	5.00982	0.0	0.0	0.0	0.00057	0.02688	0.0	0.00399	0.00178	0.00031	0.0	6.22197	0.0008	0.0	0.0	3.07581	0.0	0.0	0.00908	0.00012	0.0	0.0	0.0	0.0	24.75825	0.0	0.00546	29.66589	0.00028	24.86828	0.0	0.0	0.04472	1.38972	0.0	0.0	0.0	9.31562	0.0	0.0	0.0	0.00955	0.0	0.0	0.00347	5.77148	7.05738	7.18123	0.00478	72.35658	1.46415	0.00045	71.47821	0.01865	5.55113	9.39927	0.0	0.0	19.65294	0.0	0.0104	0.0	0.0	0.03592	0.0284	19.37464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28995	0.00282	0.0	0.01293	0.0	0.0	45.23504	0.0	0.0	0.0	64.98882	0.16581	0.0	0.41954	0.0	0.04189	1.36077	0.03384	42.03394	0.00054	0.07031
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Alloprevotella	0.0	0.0	0.0	0.0	0.0	0.02832	0.0	0.0	0.02804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.00755	0.02353	0.0	0.0	0.0	0.0	0.0	0.00384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00903	0.00566	0.07484	0.0	0.0	0.0	0.00392	0.0	0.03255	0.0	0.0	0.0	0.0	0.00232	0.0	0.0	0.0	0.0	0.0	0.00268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00486	0.0	0.0	0.0	0.0	0.0	0.0	0.00392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00319	0.0	0.0	0.0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Alloprevotella|Alloprevotella_unclassified	0.0	0.0	0.0	0.0	0.0	0.02832	0.0	0.0	0.02804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.00755	0.02353	0.0	0.0	0.0	0.0	0.0	0.00384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00903	0.00566	0.07484	0.0	0.0	0.0	0.00392	0.0	0.03255	0.0	0.0	0.0	0.0	0.00232	0.0	0.0	0.0	0.0	0.0	0.00268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00486	0.0	0.0	0.0	0.0	0.0	0.0	0.00392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00319	0.0	0.0	0.0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Paraprevotella	0.0	0.53487	0.0	0.0	0.0	4.70858	0.0	0.0	1.45238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.41003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17569	3.17758	1.03854	0.0	1.33021	3.83607	6.3943	0.0	0.0	0.0	0.0	0.0	0.46336	0.0	2.86964	0.0	10.36962	27.9863	0.0	0.0	1.67639	0.0	0.74248	0.09083	0.0	1.73128	2.83524	22.50315	1.90874	2.31106	0.0	0.0	0.0	0.87648	0.0	1.35624	0.0	0.0	0.0	1.18749	0.9394	0.0	0.0	1.34092	0.0	0.0	0.0	1.13816	0.52737	0.0	0.0	0.0	2.34011	0.0	0.41333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.96011	0.0	0.0	0.0	0.0	0.0	0.0	3.14675	4.81268	12.15899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.35178	0.0	0.0	0.0	0.0	0.0	0.0	2.23795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.69115	2.84034	0.0	16.46246	5.00982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.61177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.31562	0.0	0.0	0.0	0.00016	0.0	0.0	0.00151	5.77148	7.05738	0.0	0.0	0.62609	1.45663	0.0	0.43373	0.0	0.0	1.93793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28995	0.0	0.0	0.0	0.0	0.0	1.66383	0.0	0.0	0.0	0.41218	0.0	0.0	0.41954	0.0	0.0	1.36077	0.0	0.93344	0.0	0.06649
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Paraprevotella|Paraprevotella_clara	0.0	0.25475	0.0	0.0	0.0	1.16606	0.0	0.0	0.48641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.44926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04967	0.73642	0.0	0.0	0.46437	1.32282	0.0	0.0	0.0	0.0	0.0	0.0	0.15319	0.0	0.9243	0.0	3.58651	14.43964	0.0	0.0	0.80141	0.0	0.23545	0.01784	0.0	0.51884	0.90918	0.00113	0.60986	0.77066	0.0	0.0	0.0	0.2876	0.0	0.00045	0.0	0.0	0.0	0.28766	0.28644	0.0	0.0	0.41611	0.0	0.0	0.0	0.39616	0.17026	0.0	0.0	0.0	0.96088	0.0	0.21769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61032	0.0	0.0	0.0	0.0	0.0	0.0	0.67228	1.0258	2.62889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42612	0.0	0.0	0.0	0.0	0.0	0.0	0.97338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7784	0.46824	0.0	3.83686	2.21794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96128	1.26087	0.0	0.0	0.31673	0.26445	0.0	0.14226	0.0	0.0	0.65137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25221	0.0	0.0	0.0	0.0	0.0	0.52022	0.0	0.0	0.0	0.12203	0.0	0.0	0.13629	0.0	0.0	0.72304	0.0	0.0	0.0	0.02875
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Paraprevotella|Paraprevotella_unclassified	0.0	0.20121	0.0	0.0	0.0	3.24494	0.0	0.0	0.95874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12244	2.26257	0.30294	0.0	0.72489	2.23782	1.21506	0.0	0.0	0.0	0.0	0.0	0.30504	0.0	1.73767	0.0	6.72605	11.24458	0.0	0.0	0.79126	0.0	0.49926	0.07299	0.0	1.15657	1.87047	4.0909	1.26621	1.42456	0.0	0.0	0.0	0.50463	0.0	0.27399	0.0	0.0	0.0	0.87942	0.63487	0.0	0.0	0.85667	0.0	0.0	0.0	0.71486	0.29867	0.0	0.0	0.0	1.15554	0.0	0.1492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23613	0.0	0.0	0.0	0.0	0.0	0.0	2.31968	3.59202	9.47092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.80371	0.0	0.0	0.0	0.0	0.0	0.0	1.02842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72007	2.34275	0.0	12.58691	2.50886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.26074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.29438	0.0	0.0	0.0	0.00016	0.0	0.0	0.00151	4.52841	5.38811	0.0	0.0	0.23357	1.17896	0.0	0.27444	0.0	0.0	1.19697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9463	0.0	0.0	0.0	0.0	0.0	1.05709	0.0	0.0	0.0	0.26222	0.0	0.0	0.25961	0.0	0.0	0.55357	0.0	0.33339	0.0	0.03712
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Paraprevotella|Paraprevotella_xylaniphila	0.0	0.0789	0.0	0.0	0.0	0.29759	0.0	0.0	0.00723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00359	0.1786	0.7356	0.0	0.14096	0.27543	5.17924	0.0	0.0	0.0	0.0	0.0	0.00513	0.0	0.20767	0.0	0.05705	2.30207	0.0	0.0	0.08372	0.0	0.00778	0.0	0.0	0.05586	0.05559	18.41112	0.03267	0.11584	0.0	0.0	0.0	0.08425	0.0	1.0818	0.0	0.0	0.0	0.0204	0.0181	0.0	0.0	0.06814	0.0	0.0	0.0	0.02714	0.05844	0.0	0.0	0.0	0.22369	0.0	0.04643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11367	0.0	0.0	0.0	0.0	0.0	0.0	0.15479	0.19487	0.05918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12195	0.0	0.0	0.0	0.0	0.0	0.0	0.23616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19268	0.02935	0.0	0.0387	0.28302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28179	0.4084	0.0	0.0	0.07579	0.01322	0.0	0.01703	0.0	0.0	0.08959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09144	0.0	0.0	0.0	0.0	0.0	0.08651	0.0	0.0	0.0	0.02793	0.0	0.0	0.02363	0.0	0.0	0.08416	0.0	0.60005	0.0	0.00061
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella	0.0	0.0	0.00907	0.0	0.0	37.22104	0.0	0.0	10.44247	0.0	0.0	2.28205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.16176	0.0	0.0	12.00687	14.52528	58.55548	0.0	65.41931	0.0	0.01237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.02322	16.12558	0.0	0.0	25.42573	11.9343	0.0	0.0	8.87981	0.00857	0.02808	0.05432	0.0	0.0	0.00474	0.0	0.02473	0.1125	27.65232	38.70929	15.43292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09651	12.76353	55.87005	0.23029	0.0	0.0	0.00289	0.0	67.51633	30.31138	0.1097	0.00802	9.75908	0.0	47.54558	0.00345	0.0	0.0	51.20005	0.21941	0.02553	0.0	0.0	0.0	0.0	35.16886	27.95014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0259	0.00411	0.0	0.0	0.0	0.0	0.08892	0.0	0.0	0.0	0.01716	6.14811	11.6561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.82553	0.00304	1.01967	0.0	0.0	0.0	0.0	0.0	0.00057	0.02688	0.0	0.00399	0.0	0.00031	0.0	6.22197	0.0008	0.0	0.0	2.98472	0.0	0.0	0.00908	0.00012	0.0	0.0	0.0	0.0	24.75825	0.0	0.00546	29.66589	0.00028	15.25651	0.0	0.0	0.04472	1.38972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00938	0.0	0.0	0.00196	0.0	0.0	7.18123	0.00478	71.73049	0.00752	0.00045	71.04447	0.01379	5.55113	7.46134	0.0	0.0	19.65294	0.0	0.00648	0.0	0.0	0.03592	0.0284	19.37464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00282	0.0	0.01293	0.0	0.0	43.57121	0.0	0.0	0.0	64.57664	0.16581	0.0	0.0	0.0	0.04189	0.0	0.03064	41.1005	0.00054	0.00382
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella_amnii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
